Village,Latitude,Longitude
Gonda,23.041157,81.463305
Chilihamar,23.035088,81.478403
Deori Dadar,23.042439,81.440241
Dhawai,23.023782,81.256424
Amdari,23.003193,81.26826
Adawar,23.018063,81.379354
Karondi,23.025733,81.420997
Jarhi,23.021548,81.353638
Nagula,23.018897,81.45537
Jarha,23.022755,81.228094
Nagmala,23.010471,81.306148
Karaunda Pani,23.023005,81.439395
Farhad,24.717559,80.969317
Hathbandha,23.02237,81.329342
Rakhital,23.007534,81.473643
Sursapara,23.006367,81.226617
Lohari,23.0085,81.418138
Salargondi,22.989615,81.36625
Bijapuri,22.997144,81.345998
Naguli Dadar,23.000837,81.434959
Gadauli,24.716279,80.985603
Majholi,22.994045,81.213172
Sarai Patera,22.994074,81.385612
Bartola,22.986563,81.455368
Karan Pathar,22.981202,81.317209
Karpa,22.992022,81.419416
Shyam Duwari,22.984488,81.278556
Farhad,24.717609,80.96272
Gedi Ama,22.976974,81.232173
Bicharpur,22.97786,81.472388
Uphari Kalan,22.971001,81.436307
Medha Khar,22.973926,81.394651
Uphari Khurd,22.964118,81.412801
Bhalwar,22.974902,81.261149
Antariya,22.950267,81.329557
Charku Umar,22.963786,81.252115
Tulra,22.959135,81.279491
Ranai Kapa,22.953036,81.362626
Manpur,22.932082,81.406098
Baghadi,22.95087,81.294991
Jatanga,22.948704,81.460665
Lila Tola,22.942458,81.392942
Beldongri,22.943546,81.438246
Mediya Ras,22.941432,81.264889
Sarai Tola,22.935092,81.29661
Padri Khar,22.926535,81.418404
Koliha Tola,22.930474,81.378427
Pipariya,22.930214,81.364356
Kohka,22.926186,81.452875
Bicharpur,22.922913,81.432941
Kusera,22.927498,81.34952
Dhumma Kapa,22.916764,81.30977
Paladigwar,22.919128,81.295912
Benibari,22.915815,81.329297
Ghotai Khurd,22.926559,81.468854
Ghotai Kalan,22.913328,81.458955
Pipar Khunta,22.906028,81.362719
Kyontar,22.915094,81.381165
Baidara,22.909778,81.470043
Andhiyar Khoh,22.900061,81.34336
Pouni,22.903534,81.392448
Hirna Chhapar,22.910417,81.419727
Salaiya,22.901049,81.416754
Garjanbija,22.900819,81.43548
Nardaha,22.898247,81.313815
Mekal Pahad,23.056911,81.40111
Baghad Mal,23.200115,81.119182
Boondan Ryt,23.191026,81.054796
Duniya Mal,23.195171,81.098223
Surkhi,23.160984,81.034171
Ramguda Ryt,23.165624,81.111306
Parasi Ryt,23.164212,81.180688
Ramguda Mal,23.15536,81.118
Parasi Mal,23.155789,81.168606
Tyagpura Ryt,23.129877,81.104406
Ramhepur,23.130372,81.068475
Kui Mal,23.127153,81.124525
Nandana,23.34425,81.470243
Kudri,23.314916,81.375864
Pogri,23.333299,81.419542
Kotma,23.3318,81.377807
Belaha,23.338797,81.355877
Chapa,23.326939,81.401276
Shahdol,23.296534,81.347014
Nawalpur,23.310408,81.457105
Hardi,23.318438,81.43047
Jamua,23.307169,81.387195
Jamui,23.303188,81.407379
Dhurwar,23.298153,81.424608
Kalyanpur,23.294356,81.333917
Gortara,23.286873,81.385545
Harri,23.284851,81.424272
Kanchanpur,23.270908,81.448085
Bicharpur,23.280831,81.347055
Senduri,23.278656,81.332661
Fatehpur,23.274653,81.370995
Basin,23.273342,81.360335
Raipur,23.269224,81.425164
Padri,23.270269,81.404714
Pachgaon,23.261302,81.35704
Majhauli,23.249445,81.343577
Padmaniya Kalan,23.25291,81.413463
Chhata,23.249407,81.472822
Dudhi,23.252661,81.369965
Kholhad,23.244856,81.333214
Aitajhar,23.246252,81.392864
Dhanpuri,23.228399,81.468555
Chuniya,23.250069,81.324421
Udhiya,23.24917,81.454673
Khamhariya Kalan,23.246753,81.304095
Nargi,23.244366,81.432976
Padmaniya Khurd,23.238835,81.413075
Kathautiya,23.236544,81.314615
Dhanpura,23.225436,81.449743
Jodhpur,23.223347,81.37492
Padariya,23.227046,81.434103
Jhagraha,23.231557,81.356311
Pachdi,23.221048,81.287702
Khouhai,23.220465,81.301338
Singhpur,23.215659,81.404093
Antari,23.222315,81.3469
Birhuliya,23.219959,81.334677
Bartara,23.205315,81.477882
Antara,23.212133,81.348935
Lamro,23.212378,81.26641
Chauradih,23.208082,81.460136
Jugwari,23.193684,81.312137
Majhagawan,23.20031,81.275764
Chandaniya Badi,23.198381,81.337675
Deori Tola,23.195912,81.293715
Majhiyar,23.19918,81.446996
Chandaniya Khurd,23.201278,81.362475
Semariha,23.194088,81.372915
Karuai,23.195488,81.419097
Mithauri,23.187699,81.394281
Bandhawa Bada,23.176321,81.32129
Kelmaniya,23.170958,81.3367
Bodri,23.178358,81.425377
Khairha,23.170696,81.451956
Khannath,23.183753,81.46459
Harra Tola,23.183535,81.373265
Atariya,23.169351,81.436024
Dulhara,23.177772,81.40606
Chirhati,23.16867,81.477362
Pathra,23.167116,81.35797
Chataha,23.1734,81.376402
Manpur,23.165877,81.398898
Hardee,23.127067,81.429685
Kadauha,23.155916,81.466477
Sigudi,23.15648,81.39165
Nipaniya,23.153655,81.41269
Patkhai,23.127493,81.337286
Bhamni Kalan,23.138669,81.471348
Bakatawal,23.151945,81.398699
Amraha,23.142451,81.37403
Pipariya,23.145016,81.45226
Sarangpur,23.128635,81.452504
Bhanpur,23.127734,81.404245
Koilari,23.307238,81.34577
Nagmala,23.207092,81.43391
Chhirpani,23.165955,81.383635
Bhodalkhar Viran,23.151187,81.425077
Ghun Ghuti,23.334078,81.190867
Githauri,23.348124,81.172263
Kurabar,23.350413,81.091825
Medhaki,23.34295,81.337022
Patnar Kalan,23.342132,81.217073
Salaiya,23.337904,81.319872
Kumurdu,23.332987,81.068384
Arjhuni,23.343322,81.257316
Barhai,23.330301,81.128874
Bhadra,23.344475,81.30077
Mudariya,23.312444,81.086259
Mehuti,24.714071,80.936094
Pahadiya,23.33296,81.284209
Amiliha,23.320509,81.296448
Majhigawan,23.31681,81.24825
Bhimmadongri,23.321031,81.281325
Semariha,23.320978,81.313817
Baghannara,23.300415,81.206249
Deogawan,23.313713,81.328152
Chandpur,23.310798,81.220224
Marwa Tola,23.307989,81.262958
Mahroai,23.299782,81.274145
Kannabahara,23.304329,81.30017
Rohila Kachhar,23.101078,81.858597
Magdhar,23.296292,81.054994
Chandaniya,23.298965,81.320231
Chandaniya,23.291242,81.324432
Tummichhote,23.286902,81.121463
Kachodar,23.29845,81.178845
Baghal Bahara,23.291759,81.240925
Bandhawa Khurd,23.290394,81.31224
Bandhawa Bada,23.287397,81.285694
Amgar,23.278764,81.218811
Raugarh,23.27609,81.240667
Panwari,23.290255,81.198687
Semri Khurd,24.71514,80.712879
Bargawan,23.283526,81.303159
Sundardadar,23.270358,81.093546
Narbar,23.274065,81.313339
Chaka,23.269969,81.286943
Kholkhamhra,23.26811,81.26332
Bagharra,22.937804,81.631622
Kurkucha,23.260366,81.063247
Taktai,23.255508,81.040172
Sundri,23.254271,81.110712
Didwariya,23.260363,81.309931
Audhera,23.261934,81.230555
Mehuti,24.710757,80.911402
Malachua,23.247752,81.239244
Blockpadri,23.240827,81.258069
Tiwani,23.237969,81.12155
Shahpur,23.249297,81.279899
Chandaniya,23.216909,81.110351
Khamhariya Khurd,23.23987,81.297626
Kunkuni,23.245151,81.067284
Machheha,23.242118,81.089721
Jhima,23.238786,81.03757
Kusmaha Khurd,23.220977,81.257153
Bhuri Kothar,23.28759,81.074068
Bichhiya,23.216843,81.067279
Kusmaha Kalan,23.236112,81.286958
Budhana,23.22777,81.090533
Hathpura,23.224093,81.237323
Lakhanpura,23.276446,81.048601
Tummi Badi,23.310627,81.157195
Dabaniya,23.288059,81.142796
Chhirpani,23.277935,81.161503
Bijaura,23.254614,81.150682
Kharsol,23.257431,81.18007
Kui,23.23204,81.176002
Amauda,23.225871,81.141732
Padmaniya,23.21756,81.202089
Gijari,23.204002,81.1707
Baghad,23.206835,81.134962
Dhuradhar,23.196991,81.224599
Sarpha,23.188912,81.151667
Mehuti,24.713025,80.919793
Jaitahari,23.168529,81.28001
Ramna Sarkari,23.181787,81.201087
Thunguni,23.178523,81.250441
Dona,23.170893,81.219528
Khirni,23.174447,81.166491
Bulhupani,23.150691,81.211169
Mekal Pahad,23.250979,81.207897
Mithu Mahua,23.165561,81.23777
Silwari Tola,23.172515,81.180003
Ramna Sarkari,23.166239,81.199617
Titahi,23.144959,81.28072
Udal,23.154756,81.185569
Sital Pani,23.142848,81.258027
Daldali,23.137635,81.24144
Kumhani,23.130662,81.223357
Ahirgawan,23.131649,81.305749
Kotmi,23.113162,81.869025
Kodar,23.135323,81.198496
Koilaha,23.112553,81.519194
Garruha,23.122808,81.488414
Dhanora,23.115624,81.533765
Arjhuli,23.095041,81.501661
Chilhari,23.110583,81.63487
Turri,23.082886,81.551031
Chhirhati,23.090957,81.53164
Kapildhara,23.081329,81.566369
Sonaha,23.068815,81.574016
Boddiha,23.114622,81.620248
Katkona,23.246564,81.508102
Khoh,23.045637,81.567243
Kyontar,23.102272,81.832763
Bhangha,23.096222,81.584249
Dongara Tola,23.11666,81.563694
Anuppur Np,23.112388,81.696963
Senduri,23.116623,81.744144
Mahuda,23.111533,81.808824
Patna Khurd,23.120772,81.585877
Kusumhai,23.103262,81.725035
Mauhari,23.108678,81.651056
Amiliha,23.104044,81.576127
Barha Tola,23.096299,81.596412
Padaur,23.102662,81.899282
Amgawan,23.099443,81.782187
Khamhariya,23.101515,81.613613
Damana,23.102389,81.66961
Bairi Bandh,23.098249,81.656068
Sakariya,23.089957,81.666012
Chhulha,23.094619,81.754152
Pipariya,23.084846,81.710464
Sakra,23.084411,81.627432
Dulhara,23.086288,81.688732
Kusumhai,23.083184,81.860413
Jamudi,23.079226,81.640256
Nidawan,23.072985,81.603685
Kukar Goda,23.070767,81.89192
Chandpur,23.083676,81.82066
Koda,23.084458,81.733492
Beliya,23.076605,81.772923
Karra Tola,23.076172,81.690946
Guwari,23.081766,81.797085
Taradand,23.072655,81.659691
Pagna,23.060172,81.752132
Padri,23.069971,81.521851
Takhuli,23.071827,81.823968
Kekarpani,23.065086,81.727405
Choi,23.059381,81.867919
Agriyanar,23.062217,81.679638
Laharpur,23.063934,81.809297
Chaura Dadav,23.06689,81.494549
Jhaital,23.021863,81.78492
Pondi Khurd,23.06313,81.707058
Bakan,23.05271,81.506795
Pachauha,23.060421,81.839436
Didwapani,23.050896,81.644029
Chhira Patpar,23.05643,81.616675
Dhangawan East,23.042149,81.844445
Jaithari,23.049213,81.792772
Lakhanpur,23.049099,81.69857
Dudhmaniya,23.033961,81.71566
Dudhmaniya,23.03867,81.536211
Akua,23.029724,81.669882
Siwni,23.034184,81.817057
Banka,23.037848,81.740831
Chhata Patpar,23.039145,81.895259
Audhera,23.030762,81.630022
Padariya,23.037393,81.871181
Badhar,23.02226,81.573747
Gobri,23.031782,81.755917
Khairbana,23.239062,81.658149
Kirar,23.023541,81.606357
Jariyari,23.026442,81.914004
Jarwahi,23.027996,81.516035
Kholaiya,23.027893,81.697037
Balbahra,23.021535,81.835794
Khoonta Tola,23.018703,81.896856
Dagdiha Tukra,24.703709,80.925869
Ledhara,22.996685,81.494735
Gaurela,23.016463,81.734197
Kalyanpur,23.017749,81.857473
Chandaniya,23.000396,81.529553
Papraudi,23.014854,81.879886
Bhamarha,23.001074,81.547471
Daladeeh,23.005105,81.679553
Mekal Pahad,23.010628,81.63296
Padari,22.99796,81.745616
Nougawan,22.988727,81.565045
Kholadi,23.005129,81.767711
Picharwahi,23.005929,81.512679
Manikpur,22.999232,81.80604
Gorsi,23.001453,81.818447
Beed,23.001541,81.911929
Umariya,23.003645,81.829202
Nigaura,22.998391,81.861592
Chor Bhathi,23.004236,81.837812
Naugai,22.993673,81.586179
Thehi,23.000435,81.712741
Anjani,22.993463,81.782387
Girari Khurd,22.969484,81.624591
Badhar,22.994858,81.633607
Patna,22.992025,81.607995
Godhan,22.982445,81.845144
Lapta,22.981498,81.887142
Baihar,22.973107,81.698401
Manaura,22.984314,81.825019
Behnadawar,22.980612,81.755321
Majhgawan Dhurandhar,24.700242,80.84317
Chhirpani,22.972937,81.728952
Dodhipani,22.960703,81.75959
Semarwar,22.968444,81.798692
Amadand,22.974541,81.907537
Haraswah,22.982047,81.64043
Munda,22.966736,81.923705
Harrai,22.97337,81.654369
Dhanpuri,22.97174,81.587889
Parsel Kalan,22.96726,81.516943
Sulkhari,22.958833,81.856262
Malaiki,22.971811,81.53725
Parsel Khurd,22.965282,81.499032
Patan,22.963693,81.828747
Khairi,22.941677,81.873446
Soniyamar,22.957094,81.563229
Dodiya,22.959786,81.59596
Badhamar,22.953871,81.638088
Jarhi,22.953379,81.539217
Haweli,22.953687,81.623247
Kadamsara,22.947686,81.901156
Dharamdas,22.956958,81.654629
Sheori Chandas,22.950112,81.606262
Mauhari,22.950165,81.485078
Vynkatnagar,22.936066,81.883834
Khursa,22.940139,81.722891
Bhalu Chuwa,22.945443,81.515166
Harra Tola,22.94419,81.576023
Singhaura,22.940103,81.826661
Padripani,22.938198,81.787038
Bhelma,22.92267,81.755789
Majhigawan,22.933894,81.658601
Kohka,22.939215,81.589549
Khodari,22.933919,81.857759
Kirgi,22.936279,81.599907
Bhaina Dongri,22.933468,81.843671
Loharin Tola,22.931539,81.619789
Goga,22.932895,81.545989
Belha,22.935602,81.563137
Deora,22.929967,81.483983
Sarai Tola,22.933192,81.529545
Basaniha,22.913045,81.603941
Majhgawan,22.932285,81.508228
Juhili,22.899603,81.672032
Pondi,22.91331,81.803631
Dhiru Tola,22.926259,81.562387
Lakhaura,22.920288,81.586808
Tiwari Tola,22.9225,81.505965
Girari Khurd,22.921302,81.528242
Kapariya,22.911655,81.856835
Nadpur,22.90712,81.564343
Achalpur,22.90898,81.648592
Dhopa Tola,22.907359,81.483669
Girari Kalan,22.913086,81.542176
Tala,22.911756,81.51722
Bamhani,22.901139,81.501446
Dharhar Khurd,22.908523,81.620585
Lahsuna,22.895888,81.828265
Barbaspur,22.903419,81.710753
Tummibar,23.116009,81.547662
Bela,23.038552,81.731502
Girwi,22.959735,81.669292
Bilai Kher,23.065896,81.541854
Mantoliya,23.118864,81.892944
Mekal Pahad,22.916916,81.712933
Maliya Guda CT,23.317439,81.045474
Gidhan Tola,22.944741,81.55502
Rehidadar,22.917961,81.683055
Rupaula,23.349376,81.829508
Kuddi,23.342443,81.789961
Karraban,23.33747,81.72972
Bacharwar,23.34255,81.752421
Mehraudi,23.338238,81.549476
Dongariya Tola,23.348376,81.617611
Semariha,23.33843,81.675705
Bhaga,23.341357,81.510072
Kanthi Tola,23.345429,81.70302
Ghorbe,23.33027,81.571405
Keshauri,23.338006,81.642195
Channaudi,23.32794,81.61365
Tengha,23.330098,81.862567
Kadmaha,23.333381,81.902099
Bartar,23.327377,81.772262
Sagara,23.328153,81.808543
Khanda,23.325141,81.841496
Dhangawan,23.316318,81.493576
Sidhali,23.321062,81.709184
Hathgala,23.318708,81.656399
Gadhaha Kund,23.322885,81.75105
Padkhuri,23.307863,81.593529
Ghor Bandha,23.318207,81.886637
Deori,23.308325,81.524429
Kumhari,23.307691,81.794304
Bhodakachar Abad,23.310606,81.905167
Keshawahi,23.300318,81.765341
Bargawan,23.302226,81.685446
Naugai,23.300562,81.562724
Nebuha,23.301749,81.619926
Bodari Dol,23.306344,81.875137
Jamuniha,23.293605,81.791377
Padkher,23.298958,81.53582
Jamudi,23.294737,81.718231
Bhodakachar Viran,23.303638,81.890248
Balbahara,23.294191,81.664364
Lalpur,23.277132,81.481896
Tediya Tola,23.296163,81.644099
Birhuli,23.286742,81.577774
Chagera,23.284716,81.537471
Hadha,23.289248,81.508844
Dhanaura,23.284451,81.825708
Dholaku,23.280371,81.696479
Sakara Abad,23.279399,81.750416
Bairiha,23.278723,81.591255
Kharla,23.277677,81.612819
Deori,23.273233,81.64205
Sonwarsha,23.279432,81.505318
Chhanta Alias Nawatola,23.275895,81.558573
Majira,23.266241,81.807242
Malaya,23.261771,81.718045
Amlai,23.265387,81.668883
Harri,23.2723,81.783201
Semra,23.266339,81.515197
Marjad,23.270829,81.57567
Rajbandha,23.26468,81.837561
Jalli Tola,23.259897,81.540993
Harrideeh,23.24747,81.735695
Jamgaon,23.258973,81.863389
Girwa,23.25676,81.693471
Jarwahi,23.257223,81.579061
Jogibandh,23.259047,81.743717
Jhiriya Harri,23.258089,81.774806
Khamraudh,23.245869,81.632831
Pipartara,23.245096,81.487229
Pakriya,23.243519,81.531504
Chaka,23.238183,81.605649
Majholi,23.241011,81.755904
Atariya,23.240382,81.674572
Beliya,23.235617,81.703621
Burhar,23.221405,81.539251
Bijaha Tola,23.227635,81.729572
Vikrampur,23.230547,81.499799
Bichhiya,23.222367,81.656162
Padariya,23.222971,81.749244
Rampur,23.2183,81.693123
Chituhala,23.219637,81.488798
Batura,23.20739,81.637935
Ahigawan,23.215451,81.504327
Sarai Kanpa,23.204717,81.521616
Gopalpur,23.202118,81.503905
Bimhauri,23.158292,81.545533
Dhanpuri Nargada Hari Dafai,23.177344,81.560974
Karkati,23.182104,81.503274
Bagpar,23.176972,81.52611
Naugawa,23.185727,81.484206
Sirouja,23.162116,81.491622
Devgama,23.154739,81.502047
Bandi Kalan,23.156274,81.52212
Dhamni Khurd,23.142806,81.483827
Bandi Khurd,23.144652,81.529155
Garphandiya,23.140498,81.550291
Lakhbariya,23.137907,81.511918
Arjhula,23.142933,81.498516
Kudari,23.128962,81.501282
Baigin,23.127356,81.5329
Bairiha,23.209628,81.721475
Saigin,23.145161,81.519196
Sakara Viran,23.300763,81.73974
Baherahatola,23.310888,81.925919
Ledra,23.251907,81.926965
Raja Kachhar,23.274869,81.923328
Chhulha Tola,23.307102,81.835414
Lodhi,23.286986,81.893247
Saddi,23.286703,81.867871
Bijaha Tola,23.288957,81.851678
Beliya Badi,23.271999,81.909587
Lohasur,23.270259,81.884079
Muddhoba,23.2579,81.885983
Jamuniha,23.254336,81.901176
Chhilpa,23.240079,81.81793
Mauhari Badi,23.23083,81.845969
Dhanpuri,23.2117,81.767587
Bamhni,23.232179,81.790192
Deogawan,23.241565,81.899739
Deori,23.233868,81.878159
Jogi Tola,23.22871,81.918227
Chatha Tola,23.225034,81.902236
Amlai,23.213481,81.8751
Dhangawan,23.209459,81.797468
Dhumma,23.209643,81.905467
Majhgawan,23.193622,81.787842
Chatua,23.189895,81.757472
Kholgarhi,23.203309,81.737843
Funga,23.187432,81.817079
Kadam Tola,23.199632,81.895452
Pali Papli,23.192401,81.836302
Kodaili,23.199351,81.674327
Khanda,23.190518,81.710791
Bakeli,23.18432,81.667217
Payari,23.188655,81.8783
Podi,23.176453,81.68754
Banka Tola,23.177326,81.84465
Daikhal,23.168112,81.858068
Bholgarh,23.168575,81.731029
Thoothi,23.173426,81.797187
Harad,23.168809,81.902956
Jalda Tola,23.167615,81.78252
Chachai Abad,23.164044,81.665115
Dhankuta,23.171482,81.831419
Pasala,23.158202,81.754571
Sitapur,23.157725,81.712236
Manpur,23.160597,81.691408
Kolmi,23.14952,81.812699
Chhohari,23.153012,81.887802
Raksa,23.1503,81.835798
Bijauri,23.152245,81.774834
Sakola,23.157537,81.637294
Chhulkari,23.148891,81.794093
Kikri Pondi,23.141877,81.867754
Barbaspur,23.151892,81.698358
Mediyaras,23.143095,81.654254
Kholi,23.147824,81.620155
Chachai Viran,23.151969,81.670943
Bhagat Bandh,23.148135,81.733055
Paraswar,23.128937,81.677069
Latar,23.129583,81.921389
Harri,23.136923,81.716073
Chakethi,23.131288,81.638334
Dhurvasin,23.127181,81.84067
Parasi,23.131062,81.89033
Chandwar,23.132607,81.626319
Barri,23.130367,81.730116
Mauhari,23.125871,81.779227
Dhiraul,23.12539,81.607398
Patna Kalan,23.131141,81.585067
Pakariha Tola,23.302818,81.806668
Pasondh,23.798533,81.19686
Datari,23.79832,81.224653
Kanadi Kalan,23.794266,81.358931
Nadna,23.793884,81.309154
Banchachar,23.78882,81.247242
Tetka,23.782876,81.39175
Basnagri,23.779526,81.410127
Bineka,23.770761,81.43246
Atariya,23.777371,81.268164
Aunta,23.774758,81.330508
Masira,23.776412,81.223508
Bairiha,23.769939,81.287327
Jamunara,23.77038,81.346171
Kanadi Khurd,23.767723,81.36498
Pahadiya,23.763135,81.312944
Bansa,23.770937,81.461939
Deori,23.753582,81.295357
Bhurka,23.755043,81.384804
Hardua,23.751238,81.232502
Thengraha,23.750988,81.26948
Girui Badi,23.749582,81.336629
Nagadwah,23.743184,81.409191
Masiyari,23.739741,81.482028
Laundi Bahra,23.738629,81.438837
Khapkauha,23.741687,81.309837
Madha,23.738063,81.357008
Kauwa Sarai,23.733223,81.378054
Nigai,23.722687,81.267405
Mohni,23.725186,81.452042
Jamuniha,23.725571,81.342394
Lakhanpur,23.715963,81.307535
Naugai,23.722803,81.323912
Basohara,23.717081,81.293986
Dholar,23.714867,81.422812
Tenduha,23.715058,81.385975
Dhedhuwa,23.717518,81.365592
Sattidol,23.724168,81.468248
Basohara,23.714833,81.469388
Deora,23.701957,81.339428
Jaisinghnagar,23.697674,81.39711
Kuwara,23.698691,81.463548
Chandela,23.692134,81.44129
Ramsohra,23.709644,81.479279
Barna,23.687958,81.279909
Rupaula,23.679885,81.24966
Surgurh,23.693172,81.311263
Katira,23.676073,81.349497
Khusarwah,23.675792,81.40209
Saristal,23.668757,81.454864
Mair Tola,23.672304,81.462275
Jannaudi,23.650013,81.314267
Gopalpur,23.65885,81.430237
Sarna,23.650605,81.286617
Visanpurwa,23.640712,81.254843
Barha,23.652837,81.384522
Khand,23.641839,81.350627
Belli,23.638919,81.471497
Bijaha,23.643068,81.406041
Nawagaon,23.633159,81.446085
Kukaraundh,23.632523,81.422492
Goraiya,23.630337,81.38088
Khannoudhi,23.623331,81.401665
Pachpedi,23.621527,81.292526
Karkat,23.609832,81.268316
Malmathar,23.613272,81.347211
Gadabahara,23.611197,81.417387
Badra,23.605662,81.45654
Salda,23.604821,81.3148
Malda,23.616961,81.383948
Kubari,23.605087,81.474496
Rathar,23.602282,81.366337
Khutaudh,23.607891,81.435568
Jamuniha,23.60274,81.39393
Ankuri,23.586679,81.282244
Palsau,23.592216,81.434279
Chormara,23.591385,81.399321
Karri,23.75272,81.361657
Sarsi,23.587789,81.41062
Baheraha,23.584459,81.332959
Deori,23.583429,81.422828
Dadratola,23.573268,81.353282
Sarihat,23.578331,81.457132
Khohari,23.582968,81.377067
Chandol,23.575187,81.395526
Pathar,23.571985,81.437281
Duladar,23.551019,81.470705
Tetaki,23.570075,81.412312
Kudra Tola,23.566699,81.313353
Amjhor,23.553158,81.388361
Dhaunha,23.556504,81.427666
Mehrauda,23.546376,81.316134
Chandela,23.550857,81.347334
Semra,23.541628,81.412946
Patori,23.539815,81.365867
Lamar,23.537496,81.436136
Bochki,23.528795,81.313054
Karua,23.516436,81.392065
Sudwar,23.5191,81.440016
Pailwah,23.499476,81.339314
Deori,23.511158,81.359332
Kholka,23.518785,81.476177
Hardiha Khurd,23.520354,81.406099
Devdaha,23.50923,81.377929
Hardiha Kalan,23.520823,81.414892
Sakariya,23.508891,81.319635
Belaha,23.509218,81.299069
Mohtara,23.494173,81.42227
Khamha,23.498435,81.448739
Budhanwah,23.500535,81.465298
Gohparu,23.501572,81.403915
Godaru,23.477204,81.312172
Aswari,23.48477,81.395362
Salebahra,23.48819,81.364174
Bareli,23.467431,81.468648
Baheraha,23.484475,81.442578
Jamuniha,23.478856,81.355775
Rampur,23.472826,81.43204
Karri,23.45459,81.367618
Diya Pipar,23.454351,81.399565
Kunar Seja,23.451094,81.328332
Silpari,23.455292,81.428877
Barmaniya,23.4484,81.4438
Harraha Tola,23.43255,81.431165
