Village,Latitude,Longitude
Purwa Jagir,24.279896,82.349492
Chahali,24.254225,82.142585
Barahpatia,24.284345,82.302764
Harra Viran,24.281087,82.32644
Chakuwar,24.283164,82.271518
Silaph,24.266596,82.365675
Basaha,24.277989,82.278627
Atarwa,24.274536,82.263858
Koharakhoh,24.270544,82.331203
Chanduar,24.276517,82.299379
Sattichaura,24.273186,82.31113
Kodaria,24.25833,82.033268
Songarh,24.26702,82.28462
Bhakuar,24.271133,82.273477
Deora,24.28745,82.256131
Mukhuri Khadi,24.259885,82.252543
Garhwa,24.265192,82.299867
Kerwa,24.26528,82.309661
Langha Dand,24.255669,82.317802
Katan Majauna,24.304014,82.3375
Baisahun,24.376411,82.163737
Harraha,24.336914,82.122531
Mada,24.832568,81.111022
Naudiya Abad,24.303497,82.279086
Khatkhari,24.684555,82.022571
Patehara [Bastivani,24.700304,82.130226
Gada,24.685908,82.070964
Patehari,24.698545,81.944635
Pati Nirmohisingh,24.696896,82.146932
Kailashpur,24.642485,82.094207
Chhiraha,24.682782,81.943581
Patehara [Sonvarsha,24.697502,82.141678
Vakiha,24.697961,81.961844
Teliya Bood,24.693918,82.00251
Dubiya,24.697219,81.968642
Hardihai,24.68991,81.96732
Varma Jawahirsingh,24.679675,82.135744
Ramkudwa,24.669554,82.012339
Raghunathgarh,24.669412,82.09652
Shivgarh,24.683184,82.109011
Deora,24.685264,81.984906
Varna Mahatman,24.662374,82.146503
Varyan,24.678138,81.958791
Chhodra,24.647769,82.065077
Narsinghpur,24.665363,81.991786
Patehara,24.653773,81.960486
Uksakothar,24.665637,82.047507
Ghogham,24.657018,82.12176
Jamuniya,24.652196,82.075222
Baghaila,24.64041,81.995224
Balbhadragarh,24.64686,82.046804
Teliha Nirmohisingh,24.650119,82.106503
Sinaha,24.696139,81.981998
Kotha,24.682687,82.119603
Tadahar,24.656357,81.932197
Bamangarh,24.638366,82.026369
Teliya Mahatman,24.636704,82.107857
Sajwani Kalan Sajmani Kalan,24.565468,82.145547
Biradei,24.616015,82.138303
Madrawal,24.629058,81.959501
Khodhmani,24.623604,82.074556
Piparahi,24.611905,82.104154
Majhigawan,24.6229,81.988859
Semri,24.538505,82.144619
Damodargarh,24.604389,81.992775
Bramhagarh,24.614138,82.049495
Koidar,24.593041,81.94929
Sardaman,24.585999,82.042248
Kanhaiya,24.589331,81.939553
Harrai Pratap Singh,24.569191,81.984198
Hardi,24.580994,82.087425
Badagaon Viran,24.583573,82.128554
Bhoro,24.570496,82.151947
Gahilwar Khurd,24.835611,81.197058
Joki,24.563305,82.13934
Sajwani Khurd Sajmani Khurd,24.563975,82.132815
Chamari Mahua Bandh,24.556027,82.07139
Mahua Bandh,24.563278,82.066185
Bijaypur,24.557483,82.063778
Piparha,24.570224,82.054997
Bithauli,24.553505,82.041611
Silwar,24.559032,82.124876
Adaipur,24.560366,81.939747
Belgaon,24.558951,82.11715
Kodaura,24.557847,82.112199
Paraswar,24.558039,82.107433
Badagaon,24.558395,82.102588
Tenduha,24.548412,82.015832
Uphrauli,24.55752,82.097009
Baghaudi,24.556979,82.087275
Damak,24.549748,82.077919
Rupauli,24.545886,82.00374
Amra,24.549223,82.143155
Sudwar,24.545636,82.084722
Kumhiya,24.537178,82.03205
Jhagrauhi,24.543353,81.980716
Chapkhala Bandh,24.524052,81.938077
Saraiha,24.54266,81.95318
Amiliya,24.540875,82.122317
Path,24.542325,81.939059
Pipara,24.5429,82.141962
Didhwar,24.535452,82.103016
Kadiyar,24.534024,82.096068
Dihuli Tikar,24.533793,82.090613
Karimati,24.518389,82.00759
Tikar Rajaha,24.533083,82.084568
Pachdo Unmukt,24.530866,82.078839
Khorba Tola,24.527649,81.963738
Chitang,24.524168,81.992867
Sonvarsha,24.525811,82.067914
Pahadi Kotra,24.530793,82.059436
Parisidhi Parsidhi,24.531344,82.138738
Kubri,24.531007,81.99643
Arkha,24.528633,82.022045
Pahadi,24.525848,82.031867
Chamari Sonvarsha,24.528745,82.074104
Turra Bandh,24.527462,81.972443
Karai Khand,24.518725,81.958981
Pahadi Chak Tenduha,24.528141,82.043123
Korauli Khurd,24.528057,82.117208
Lohidand,24.525567,81.985904
Sajaha,24.527994,82.010463
Naudhiya,24.521092,82.126622
Rajoi Bandh,24.527856,81.978956
Jamui,24.520797,82.104875
Dihuli Khas,24.527124,82.102337
Bahera,24.525661,82.051835
Chamrauha,24.520881,82.13587
Kubari,24.52058,81.951282
Pachdo Madho,24.522425,82.09416
Pachdo Kothar,24.525432,82.087084
Amadei,24.521915,82.147679
Atraila,24.508536,82.124993
Bnnihai,24.515197,81.94894
Korauli Kalan,24.518648,82.115684
Sahji,24.517502,82.056266
Pachdo Pitai,24.520614,82.083567
Paniha,24.514084,82.042114
Khorba Khas,24.518336,81.981861
Ghoghara,24.517419,82.021516
Jokaha,24.511897,82.144155
Sehuda Abad,24.513813,82.106682
Dihuli Tikar,24.515009,82.099202
Titali,24.509771,82.084523
Gajrahi,24.51543,81.993746
Dhumma Kalan,24.509808,82.03175
Kushahai,24.510067,81.94657
Dihuli Tikar,24.508966,82.096006
Gahira,24.503878,82.01514
Hatwa Kalan,24.503461,81.975382
Parsidhi,24.509727,81.940463
Naugama,24.509275,82.004743
Hatwa Barha Tola,24.509444,81.993675
Umariya,24.501363,82.071255
Khadbada,24.50327,82.057379
Kukrao Bramhantola,24.49983,82.139135
Dhauha,24.507486,81.933986
Dhumma Khurd,24.505675,82.025343
Parsauna Khurd,24.507301,82.106665
Duraon Abod,24.503959,82.132322
Parsauna Dandi,24.505927,82.116275
Badhauna,24.500051,81.964067
Lonaha,24.500388,81.955431
Baghmariya,24.503832,81.945253
Chak Dewara,24.730962,81.483494
Timsi,24.495294,82.036752
Mungaha,24.49909,81.943745
Parsauna Kalan,24.498195,82.113371
Bageri,24.498892,82.106052
Kukrao Majhitola,24.49575,82.147394
Godaha,24.499079,82.001296
Khadi,24.492454,81.999613
Parwa,24.488911,82.15312
Baghmara,24.495188,81.942325
Padariya Khurd,24.491431,81.931166
Neguda,24.492451,81.941894
Dadhiya,24.481954,82.123064
Kirauha,24.489944,81.972496
Tariha,24.477059,81.983935
Dhawa,24.482598,81.998295
Kolhudih,24.486512,81.953414
Tilai,24.478954,82.093797
Baliyar,24.48598,82.05974
Murdadih,24.484847,81.975914
Marsarha,24.477712,82.042839
Laua,24.481071,82.145431
Badami,24.479072,81.956535
Madila Kalan,24.480874,81.937773
Bahera,24.47749,82.007466
Mahuwar,24.545933,82.103097
Mahuwar,24.545681,82.091836
Dirman Bandh,24.518394,82.07422
Sehuda Viran,24.496782,82.089824
Duraon Viran,24.499601,82.122817
Baliyar,24.477298,81.967966
Padariya Kalan,24.500749,81.931434
Hata,24.678802,82.218315
Kon,24.697249,82.214888
Amiliha,24.698646,82.173152
Unchehara,24.698335,82.166348
Bhuiyakha,24.696764,82.194207
Pati Nanhakusingh,24.69666,82.154464
Paipkhar,24.695488,82.177228
Khunta Bedaulihan,24.693981,82.184553
Nadana,24.688591,82.193502
Khunta Patkhan,24.692298,82.17941
Pati Mahatman,24.691039,82.159464
Bhadauha,24.689982,82.167277
Jhari,24.682094,82.177883
Jattha,24.678771,82.164675
Barahi,24.67872,82.188034
Piparauhi,24.674553,82.201938
Pati Mushran,24.654514,82.200429
Deori,24.657152,82.180861
Panchar,24.64211,82.218383
Chitwariya,24.583617,82.219306
Jadkud,24.630634,82.280499
Gopala,24.652972,82.165665
Munhai,24.636068,82.232894
Nakawar,24.624852,82.164672
Amahata,24.620128,82.225332
Dhengrahi,24.628612,82.208827
Danison,24.625795,82.242793
Mahdewa,24.61881,82.196972
Dhanuhinar,24.613512,82.249341
Chitwariya,24.58327,82.212966
Chitwariya,24.588668,82.231848
Balhaya,24.585284,82.24043
Godigaon,24.584166,82.205283
Gairua,24.569024,82.269613
Chitwariya,24.587775,82.24919
Deogaon,24.582746,82.197792
Medhauli,24.571365,82.294946
Baghor,24.565897,82.311159
Chitwariya,24.582969,82.226017
Keshauli,24.570017,82.282133
Mudapahad,24.591043,82.176063
Mudapahad,24.600896,82.219123
Banki,24.585018,82.25421
Ghopari,24.575942,82.187697
Karkota,24.581015,82.263206
Uksa,24.571811,82.178574
Chitwariya,24.581877,82.249394
Byohar Khad,24.570536,82.334845
Supela,24.571427,82.167783
Dudhmaniya,24.57072,82.255756
Dudhmaniya,24.572745,82.249166
Savaicha,24.573124,82.240939
Basuli,24.569838,82.158604
Ladbad Kalan,24.574218,82.231583
Bamuri Rajmatsingh Khas,24.574436,82.223191
Bamuri Kothar,24.569942,82.214047
Lilwar,24.549259,82.192807
Bamuri Gajkaransingh,24.570614,82.205075
Bamuri Unmukt,24.567857,82.222611
Ladbad Khurd,24.565859,82.23282
Dhekau,24.559237,82.344075
Bamuri Viran,24.562774,82.204055
Sattiha,24.562709,82.242293
Barbasa,24.557388,82.254329
Rampur,24.553656,82.214425
Sihawal,24.557669,82.230671
Rajgarh Unmukt Kothar,24.556396,82.172859
Hinauti,24.552567,82.182208
Rajgarh Kothar,24.553308,82.164108
Dhubbar,24.554149,82.242079
Saraiha,24.550905,82.233553
Mahuwar,24.552177,82.155407
Dhobauhi,24.54758,82.282367
Lauar Nankar,24.542926,82.326805
Atraila,24.545056,82.175241
Damgadi,24.548851,82.252686
Bichhari,24.541472,82.348065
Amirati,24.543841,82.153992
Khuteli,24.519993,82.281105
Jhariya,24.484607,82.199497
Nakjhar Khurd,24.527751,82.226851
Odra,24.529308,82.254976
Madariya,24.535694,82.296148
Ramnagar Kalan,24.533611,82.15615
Pamariya,24.534331,82.170128
Lauar Paipkhar,24.527083,82.329457
Ramnagar Khurd,24.522474,82.175202
Nakjhar Kalan,24.514337,82.198663
Pipra,24.515944,82.328731
Bari Kothar,24.510004,82.307275
Pokharidol,24.510942,82.213059
Kunjhun Kalan,24.505161,82.174216
Kuseda,24.498006,82.274156
Jhari,24.485368,82.17278
Tenduha,24.508086,82.256143
Bari Unmukt,24.505915,82.319167
Murtiha,24.504768,82.189463
Bamhana Sarai,24.498649,82.204079
Umariya,24.492283,82.161311
Barbandha,24.493265,82.221238
Deori,24.492245,82.186624
Badaila,24.480181,82.15492
Damgadi,24.5575,82.247096
Madaraha,24.559864,82.155689
Kyotili,24.550854,82.365911
Kajardah,24.552645,82.342351
Nebiha Bandh,24.541518,82.170349
Jhaparhawa,24.59668,82.350294
Sonbarsha,24.530743,82.362104
Bardi,24.540256,82.372327
Mudpela,24.527587,82.3787
Dhupkhari,24.517478,82.349958
Korsar,24.521181,82.366162
Padri,24.513017,82.374275
Amapadri,24.515306,82.362135
Korsar Kothar,24.50278,82.349203
Bargawan,24.500011,82.327911
Pipri,24.4894,82.358893
Naugai Parai,24.482652,82.301948
Dhani,24.483167,82.337514
Khairpur,24.571434,82.349035
Rajdaha,24.468891,82.383769
Sherwa,24.458184,82.45067
Amachua,24.460377,82.406144
Turra,24.454541,82.385742
Kudainiya Sherwa,24.457908,82.425364
Bilauha,24.453286,82.475361
Sakariya,24.437022,82.39881
Deori,24.429907,82.440202
Basauda,24.437461,82.471444
Dipwa,24.632728,82.445694
Darbari,24.423716,82.471584
Bardaha,24.413776,82.484008
Sundar,24.40639,82.413532
Sagnara,24.403975,82.499165
Semra,24.391412,82.436775
Karlo,24.392927,82.382705
Pidariya,24.382293,82.492391
Badhnai,24.371269,82.392995
Godawar,24.369192,82.452013
Geer,24.367813,82.425501
Dala,24.354515,82.503266
Rajasarai,24.350285,82.456928
Gadwani,24.352175,82.420907
Saraha,24.338247,82.406655
Pachuar,24.332359,82.48496
Judwar,24.327672,82.448042
Bodi,24.319509,82.408229
Lohara,24.317979,82.383461
Pokhara,24.300475,82.484626
Parihasi,24.308018,82.443955
Birchhi,24.304212,82.407072
Sarvo,24.305954,82.382635
Karri,24.288261,82.424261
Majhigawan,24.271713,82.463796
Gidher,24.26227,82.419712
Bachhnar Bagdara,24.684847,82.431317
Kalhawa Kathahawa,24.671636,82.451706
Khamhardih,24.658475,82.433832
Newari,24.658311,82.466457
Shivpurwa,24.641847,82.491074
Ledpurwa,24.640226,82.453765
Baheri,24.630899,82.425485
Kulakwar,24.636243,82.469525
Chhataini,24.621701,82.463962
Kamrauha,24.615327,82.493143
Khamhariya,24.593037,82.446978
Kuldiha,24.608398,82.42357
Nandmaniya,24.597253,82.464089
Karaundiya,24.594158,82.482446
Phulkesh,24.527112,82.485855
Kharkhauli,24.570891,82.476097
Piparkhad,24.564716,82.488311
Atraila Rajghat,24.563961,82.378886
Kuthuli,24.561307,82.402361
Balakhad,24.549979,82.429445
Bandhawa,24.549776,82.380113
Parsauna,24.549051,82.396303
Bhadahor,24.546258,82.408001
Niyas,24.542987,82.383763
Bichhi,24.545249,82.467787
Lilhara Bardi,24.535166,82.414549
Mudpeli Khurd,24.536545,82.39128
Khaira,24.528092,82.456795
Godaha,24.534233,82.478567
Dharauli Kalan,24.518965,82.431579
Dharauli Khurd,24.531681,82.431799
Mudpeli Kalan,24.525794,82.394501
Barhat,24.520546,82.402794
Gunawal,24.513359,82.386977
Vijaypur,24.506998,82.411834
Manikpur,24.506937,82.401917
Naudiya,24.513655,82.477094
Nandani,24.507772,82.430457
Odangi,24.506734,82.449223
Badkud,24.500003,82.486427
Deogaon,24.490791,82.454464
Pondi Badkud,24.50287,82.467219
Sonhara,24.502815,82.381262
Natwar,24.496414,82.414183
Piparwan,24.479972,82.49005
Sukahar,24.483019,82.44017
Tenduha,24.484598,82.465107
Rehada,24.486829,82.381798
Gadwani,24.482374,82.417445
Majhigawan,24.671809,82.479062
Rajghat,24.580908,82.394019
Deukhar,24.923605,81.323496
Kasiyari,24.923127,81.392448
Mauhariya,24.921255,81.374849
Deori,24.922985,81.45634
Gurguda,24.901398,81.29214
Katangi,24.919465,81.43776
Dandi,24.918914,81.407614
Chipura,24.829136,81.092342
Tejnaha,24.916689,81.47518
Keota,24.918766,81.424675
Patehara,24.90634,81.391564
Bhanigawan,24.89248,81.44672
Charparihanpurwa,24.9106,81.470495
Kaithi,24.912869,81.381413
Kolha,24.857935,81.27782
Rauli,24.905091,81.364837
Sigma,24.915069,81.431054
Barhatha,24.909885,81.439756
Baidanpurwa,24.912148,81.407474
Pathat,24.893755,81.351158
Look,24.894317,81.404126
Atthaisa,24.900921,81.3977
Bhadra,24.88438,81.336127
Gohata,24.893996,81.420308
Itama,24.879617,81.369243
Katai,24.881249,81.152845
Bamhaniajmer,24.874817,81.270327
Sirmaur,24.849315,81.358711
Bamhani Gariha,24.873157,81.21466
Kandehali,24.8741,81.195451
Dondi,24.880257,81.175057
Baraha Kalan,24.874878,81.16412
Bamhani Raghubar,24.868186,81.235584
Deogaon Khurd,24.876034,81.117922
Antari,24.871707,81.148698
Bhaluha,24.871492,81.139971
Hinauti,24.866213,81.182405
Baraha Khurd,24.867957,81.174454
Deogaon Kalan,24.865534,81.118547
Bhagada,24.863066,81.21186
Kitahana,24.849022,81.255988
Dhawaiya,24.866346,81.154578
Bamhauri,24.864479,81.224065
Kumhara Judwani,24.856319,81.135748
Ranehi,24.85787,81.187486
Geruhai,24.854263,81.167268
Salaiya,24.854874,81.112092
Deori,24.847867,81.179142
Duwari,24.853371,81.148215
Joginhai,24.860917,81.267564
Bhadariya,24.85555,81.223763
Jadua,24.854341,81.268175
Dulhara,24.835666,81.41505
Baghmara,24.851138,81.19114
Chitti,24.842312,81.13164
Dogaraiha,24.850081,81.210282
Chaura,24.843403,81.11351
Pachauha,24.907836,81.042119
Putariha,24.847801,81.158921
Gahilwar Kalan,24.848177,81.1971
Kohara,24.840066,81.393021
Dadha,24.84564,81.208232
Kharsan,24.839874,81.123791
Behana,24.84622,81.151372
Girbain,24.838696,81.163682
Dulahinia,24.839909,81.227641
Mahuakud,24.843258,81.102027
Keoti,24.832414,81.461482
Madarha,24.841557,81.195879
Umariha,24.839895,81.205162
Girgo,24.837981,81.149414
Dhira,24.838573,81.145981
Surwar,24.835684,81.404519
Kurauliha,24.833559,81.20977
Gadari,24.83355,81.187605
Gadara,24.834554,81.10051
Purwa,24.813292,81.28533
Umariha,24.829745,81.179793
Sendur Gaur Khurd,24.831296,81.142126
Sendur Gaur Kalan,24.828174,81.133858
Tikatiha,24.830417,81.152884
Kethar,24.826932,81.124011
Ragauli,24.824592,81.229109
Kolha,24.828419,81.399325
Bara,24.818762,81.096709
Karariya,24.82063,81.393984
Padariya,24.819424,81.196205
Geruar,24.823749,81.077902
Busaul,24.823041,81.210804
Rajgarh,24.81953,81.41451
Chamariya,24.817532,81.124302
Hardiha,24.823635,81.144924
Sapaha,24.82329,81.150643
Bharuhiya,24.820839,81.166176
Patharakher,24.816236,81.174809
Balahara,24.806808,81.44493
Kochari,24.811096,81.351337
Ghathat,24.805949,81.43385
Deori,24.815446,81.139
Jiwar,24.809856,81.181429
Sakarjima,24.816918,81.146593
Sadahana,24.810762,81.362957
Kulhi,24.812074,81.155082
Bhatigawan,24.810695,81.164182
Dubaha,24.809925,81.213487
Thanwariya,24.803643,81.231163
Raipurwa,24.806886,81.102549
Chamhariya Chauben,24.800714,81.084375
Majhigawan,24.806296,81.114181
Khamhariya Newaji,24.804005,81.075138
Padari,24.801962,81.345251
Kamarahat,24.809417,81.384938
Jodhidandi,24.808133,81.136246
Chakadahi,24.809857,81.148626
Belhai,24.801569,81.172508
Baboopur,24.807588,81.124942
Kapuri,24.806989,81.479897
Sapaha,24.805173,81.412831
Chhotiharrai,24.80673,81.186676
Majhiyar,24.804435,81.197466
Belwa Sursari Singh,24.800736,81.387161
Ailha,24.798546,81.240812
Maraila,24.793638,81.319139
Agethiya,24.803407,81.061328
Jodhidandi,24.804447,81.145511
Dadh,24.804188,81.153108
Obara,24.79748,81.122294
Dadhiya,24.7984,81.140129
Kadauha,24.798213,81.215945
Piparachha,24.798735,81.058613
Lakhanpur,24.799849,81.160425
Hataha,24.795954,81.188923
Kachanar,24.797097,81.091841
Godaha,24.799417,81.149483
Akauni,24.797178,81.132741
Jhakhaura,24.784309,81.097657
Badi Harrai,24.792151,81.203123
Look,24.912442,81.424551
Baudaha,24.899586,81.172466
Rehi,24.900036,81.151715
Chandila,24.89746,81.203294
Look,24.905116,81.418533
Lohargawan,24.884652,81.133548
Hanumatchua,24.887696,81.182815
Dabrauhi,24.857232,81.299344
Kapariya,24.873716,81.129915
Jaraila,24.827097,81.171762
Kaithahai,24.823578,81.159338
Amaha,24.824313,81.113504
Semaria,24.785821,81.1524
Sagauna,24.795053,81.406245
Kaudihai,24.790846,81.05807
Bhedaraha,24.793539,81.36898
Bela,24.735515,81.213795
Khairhan,24.790481,81.381758
Belahi,24.789677,81.1087
Shahpur,24.779696,81.433702
Umari,24.779225,81.405229
Chachai,24.777522,81.298723
Hatari,24.789085,81.475425
Karmai,24.784563,81.220082
Kolwar,24.783152,81.073923
Sigai,24.788332,81.458756
Pipara,24.780599,81.109208
Hardua,24.774218,81.190418
Khaira,24.787988,81.357169
Semari,24.775781,81.115476
Piparaha,24.780325,81.452238
Badaraotiwariyan,24.782517,81.366417
Latiyar,24.78496,81.210746
Atraiya,24.78122,81.234501
Mau,24.781644,81.351375
Dihi,24.77989,81.334145
Bara,24.781236,81.464235
Kota,24.771761,81.175142
Pathari,24.755353,81.334841
Bhamra,24.759279,81.126659
Bhedaraha,24.777419,81.377342
Jarmai,24.772167,81.20876
Godaha,24.763,81.256488
Ataraila,24.774244,81.463885
Mauhara,24.768248,81.15989
Amanaudhiya,24.771714,81.354438
Gahanauwa,24.770694,81.367307
Mahari,24.769065,81.338536
Kumhara,24.761734,81.227328
Khaira,24.763135,81.454453
Khara,24.763504,81.214008
Sagra,24.768818,81.379442
Jamu,24.761481,81.431923
Palhan,24.755836,81.405454
Purwa,24.765057,81.47165
Dol,24.764936,81.346363
Rampurwa Baudihai,24.757596,81.277802
Badarao Gautaman,24.762047,81.360729
Baraha,24.763668,81.303662
Tata,24.760536,81.376072
Matima,24.756502,81.315301
Pali Gautaman,24.760465,81.417864
Nadajhar,24.75153,81.183745
Baraun,24.742603,81.294802
Raura,24.756985,81.469888
Bhatigawan,24.756416,81.389418
Kushwar,24.75153,81.153031
Jhalwar,24.743427,81.222175
Purwa,24.749397,81.348278
Dihiya,24.749774,81.360818
Hatawa,24.747748,81.433059
Pali Bhagwat Tola,24.754503,81.416044
Sansar Pur,24.748979,81.474838
Jokaha,24.748852,81.376548
Jhulna,24.903054,81.059689
Badagaon,24.745753,81.198407
Patehara,24.74622,81.16686
Phool,24.750581,81.462634
Paliabhiman Singh Tola,24.746314,81.41656
Delhi,24.737547,81.331213
Phool,24.744616,81.455642
Beeda,24.73559,81.25219
Pipari,24.742003,81.389019
Atraili,24.743977,81.270481
Baikunthpur,24.733626,81.406918
Sansar Pur,24.738889,81.475107
Belari Khurd,24.737125,81.141345
Belari Kalan,24.739186,81.13452
Tighara,24.738113,81.176991
Pharahad,24.73703,81.347011
Karari,24.73269,81.456178
Tilkhan,24.727002,81.374936
Babiya,24.729656,81.1493
Baghara,24.72334,81.199594
Doha,24.734377,81.443891
Kolahad,24.720322,81.22777
Rimari,24.731397,81.359228
Bagheriya,24.72828,81.160512
Saur,24.733697,81.429082
Amarkchha,24.73093,81.306685
Kachur,24.7305,81.469788
Kachhawara,24.732642,81.235456
Tendun,24.716085,81.399085
Andharkhoh,24.900727,81.048744
Lainbadhari,24.715244,81.182261
Nandani Pur,24.727011,81.225674
Pharahad,24.72721,81.343705
Bhagada,24.728256,81.238624
Dihawa,24.722047,81.321962
Saur,24.723977,81.43213
Patai,24.721624,81.466089
Bagadha Pidihan,24.714774,81.365189
Kharahari,24.714998,81.165421
Nakata,24.724874,81.330389
Hinauta,24.72103,81.351307
Mau,24.717091,81.26022
Patana,24.716659,81.300764
Sukwar,24.718331,81.276829
Patana,24.720499,81.455018
Shahapur,24.711417,81.244595
Nebuha,24.712001,81.425613
Patehara,24.708218,81.347783
Patana Kothar,24.71555,81.314524
Hinauta,24.716125,81.355887
Bhelaudi,24.712571,81.225281
Hardi Khurd,24.70282,81.44055
Gabhuani,24.707927,81.337806
Gabhuani,24.712478,81.358688
Budhagawan,24.711774,81.460611
Baghera,24.703961,81.454296
Podi,24.708652,81.21253
Bhaluha,24.708472,81.287523
Bagdha Dubey,24.704109,81.328994
Guhiya,24.707655,81.371471
Hardibandh,24.709848,81.437956
Barha,24.705643,81.309893
Gabhuani,24.707272,81.360416
Moharawa,24.702283,81.278142
Barwah,24.706443,81.261184
Mado,24.703554,81.398144
Chhirahata,24.784437,81.066266
Danditola,24.861268,81.231645
Madaba,24.857996,81.158799
Baraha Mudwar,24.863201,81.166983
Kharauli,24.811838,81.372111
Pati,24.904415,81.094656
Ormani,24.89537,81.112645
Pratappur,24.893075,81.080974
Bijahari,24.89002,81.036005
Mauhariya,24.891251,81.06422
Basahara,24.890488,81.048116
Budha,24.885624,81.094271
Majhiyar,24.881845,81.036759
Devgaon,24.879185,81.04808
Tikar,24.876674,81.083636
Jhala,24.878664,81.100764
Jamuwani,24.876881,81.0675
Kudaraha,24.868908,81.076857
Shukwah,24.873289,81.04465
Khadbari,24.868989,81.067837
Badkan,24.860402,81.095268
Bhathdandi,24.866425,81.054067
Agra,24.865755,81.04143
Barha,24.862351,81.036179
Batahra,24.910478,81.076004
Majhigawan,24.858376,81.050217
Vijaipur,24.856509,81.068937
Sirbari,24.853558,81.079043
Bitma,24.847384,81.06022
Karaundi Kalan Kothar,24.84684,81.04721
Hardi,24.840364,81.082801
Chhapar,24.919629,81.09045
Matiyar,24.881416,81.055705
Karaundi Khurd,24.836341,81.066481
Hariharpur,24.819042,81.05616
Nakehli,24.81011,81.032467
Paduhar,24.807667,81.046076
Khadauri Khurd,24.800567,81.04078
Pipari,24.848066,81.032865
Rimari,24.784836,81.048205
Sonwarsa,24.78509,81.088146
Karkoti,24.780283,81.081097
Patana Khurd,24.768004,81.034906
Chitgarh,24.767834,81.076404
Haliya Khurd,24.841133,81.037122
Nimaha,24.768639,81.05275
Semari,24.764179,81.090778
Bihara,24.735122,81.057563
Deora,24.748536,81.092712
Karhi Kalan,24.751727,81.042371
Udaka,24.754424,81.0335
Karhi Khurd,24.747536,81.048814
Mahdewa,24.738926,81.107936
Bara,24.735351,81.118279
Tikuri,24.735016,81.078915
Laulachh,24.717753,81.087395
Golhata,24.708521,81.130995
Magarwar,24.722302,81.067856
Deori,24.72249,81.133879
Thathaura,24.713188,81.113729
Piprachha,24.70924,81.102425
Bhatigawan,24.713574,81.070906
Rajarwar,24.704759,81.042355
Dhondhi,24.710172,81.063332
Khamha,24.703752,81.07178
Amchuwa,24.873049,81.035871
Haliya Mahesh,24.832019,81.03532
Karhi Tukda,24.734772,81.041725
Karaundi Kalan,24.837287,81.050899
Pathrauda,24.833464,81.061416
Kandaila Khurd,24.86439,81.059504
Barau,24.884488,81.067352
Patna Kalan,24.786558,81.036146
Umarhan,24.869209,81.049729
Halawan,24.852416,81.040074
Belha,24.856636,81.055744
Bande,25.104028,81.255813
Gurdari,24.996741,81.247452
Magdaur,25.143364,81.354925
Salaiya Khurd,25.056511,81.4576
Kakredi,24.921585,81.241055
Mainaha,24.93042,81.180691
Bahilpurwa,25.0332,81.35734
Rasoiya,24.931226,81.039209
Kolkariya,24.932609,81.072654
Majhiyari,25.142022,81.300439
Dabhaura,25.120138,81.286245
Chungi,25.130515,81.372936
Ghuman,25.104388,81.37597
Deopuja,25.119851,81.33479
Dhurkuchh,25.097742,81.336564
Pati,25.056581,81.406228
Khadhu,25.117955,81.426198
Bichhihar,25.111537,81.346779
Chhamuha,25.099898,81.27314
Tilau,25.1056,81.404653
Jirauha,25.060312,81.333737
Rimari,25.083989,81.418424
Manikadarh,25.081862,81.350418
Kota,25.079478,81.333702
Khajha,25.064351,81.429057
Khara,25.076522,81.452032
Birpur,25.072361,81.38487
Latiyar,25.033533,81.366893
Lafda,25.07144,81.278474
Gumari,25.062523,81.31404
Nonari,25.065218,81.297635
Sohawalkalan,25.065464,81.367103
Salaiya Khurd,25.065511,81.467391
Geduraha,25.066042,81.324105
Bhatimojra,25.054979,81.47061
Sohawalkhurd,25.055226,81.35022
Darraha,25.053205,81.383165
Jatari,25.047773,81.277032
Madari,25.044562,81.364783
Badachh,25.034169,81.434195
Tikari,25.045933,81.308332
Rangpatera,25.043805,81.468332
Hanumangarhi,25.024097,81.392132
Kotwa Kamodsingh,25.043173,81.298363
Lohrauhi,25.04297,81.395257
Salaiya Kalan,25.043256,81.453927
Panwar Khurd,25.041844,81.340742
Champagarh,25.028994,81.41261
Loni,25.041647,81.315936
Khaira,25.03614,81.387539
Loni,25.035252,81.321997
Bareti Kalan,25.016295,81.453369
Lohgarh,25.0252,81.27487
Ansara,25.027504,81.3327
Panwar Kalan,25.034261,81.34747
Kotwa Govindsingh,25.034728,81.31084
Paltanpur,25.030778,81.299755
Baretikhurd,25.031495,81.464349
Nastgawan,25.026698,81.378398
Chateh,25.020186,81.472534
Kotwa Khas,25.025621,81.320998
Dondar,25.030204,81.289493
Pathripurwa,25.023457,81.439798
Raghunathpur,25.02145,81.313521
Benidih,25.024015,81.347054
Patiyari,25.024626,81.361841
Bausadwa,25.025276,81.292633
Chaur,25.016731,81.400919
Turka,25.018207,81.466013
Kanti,25.015782,81.378052
Bausad,25.004769,81.292668
Deori,25.017748,81.391634
Raikwara,25.015845,81.421417
Uparwar,25.013589,81.356909
Pipariya,25.013805,81.412712
Chhataini,25.0086,81.326398
Hardoli,24.985441,81.290547
Hadhai,25.005195,81.3085
Kalyanpur,25.0087,81.35137
Gurh,25.00445,81.340532
Deori,25.008619,81.388705
Shivpur,25.008359,81.408696
Kalyanpur,25.001583,81.360005
Pateri,25.007487,81.43189
Kanti,25.008032,81.379947
Deori,25.000961,81.40763
